Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
32.6,191.9,9.5,6.4,5.1,195.0,1,Assam,-1
41.0,113.0,7.1,8.3,5.7,116.4,0,Assam,-1
40.5,163.0,10.1,9.7,7.6,168.1,1,Bhuttan,+1
55.7,137.1,13.3,9.1,7.1,142.6,1,Bhuttan,+1
52.0,161.1,9.0,12.7,5.2,166.6,1,Bhuttan,+1
40.3,191.6,13.9,7.7,4.1,194.2,1,Assam,-1
37.0,158.2,12.5,7.2,2.8,161.1,0,Assam,-1
21.8,149.7,8.0,8.9,5.4,151.2,0,Assam,-1
72.1,97.4,16.1,7.4,5.4,99.4,0,Assam,-1
49.0,147.2,9.3,5.6,7.9,154.4,1,Bhuttan,+1
34.3,139.6,20.0,9.5,7.4,145.3,1,Bhuttan,+1
37.8,143.1,4.2,12.2,8.0,150.0,1,Bhuttan,+1
31.3,135.6,9.4,11.4,9.1,141.8,1,Bhuttan,+1
58.6,145.5,9.1,5.9,5.8,146.7,1,Assam,-1
34.4,138.4,12.0,13.5,8.2,144.2,1,Bhuttan,+1
51.2,141.4,13.8,9.3,4.1,144.6,0,Assam,-1
23.6,124.2,8.9,11.0,7.2,130.7,0,Bhuttan,+1
55.5,143.6,13.5,8.1,6.8,144.4,1,Assam,-1
28.0,109.6,8.4,7.4,6.3,110.7,0,Assam,-1
58.2,155.9,14.3,8.1,4.1,159.3,0,Assam,-1
45.6,134.0,3.6,6.7,6.1,140.3,1,Bhuttan,+1
22.8,152.0,15.4,7.2,5.6,154.9,1,Assam,-1
57.7,155.1,9.7,7.1,4.8,157.8,0,Assam,-1
33.9,207.9,10.1,3.3,5.7,211.0,0,Assam,-1
34.3,166.5,4.3,10.0,6.4,172.0,0,Bhuttan,+1
43.1,142.8,7.5,10.2,5.6,147.5,1,Bhuttan,+1
23.3,141.3,21.6,12.2,6.8,147.7,1,Bhuttan,+1
44.6,147.4,9.0,11.1,7.3,153.0,1,Bhuttan,+1
45.2,160.5,14.7,8.5,7.1,163.2,1,Assam,-1
54.8,161.8,10.1,8.6,8.1,167.4,1,Bhuttan,+1
29.3,116.7,15.9,10.2,6.9,123.8,0,Bhuttan,+1
47.7,182.8,13.8,5.1,2.8,184.5,0,Assam,-1
52.9,142.0,8.9,9.4,6.2,148.2,1,Bhuttan,+1
41.1,138.7,12.0,6.2,8.1,142.1,0,Bhuttan,+1
30.5,143.5,9.6,9.4,7.4,148.8,1,Bhuttan,+1
63.3,117.6,5.5,7.9,6.2,118.5,0,Assam,-1
42.0,128.5,11.0,10.7,7.1,134.7,1,Bhuttan,+1
50.2,138.1,5.4,6.7,6.6,140.5,0,Assam,-1
58.5,165.2,13.0,8.2,6.8,170.8,1,Bhuttan,+1
31.8,165.4,12.0,10.8,2.9,167.9,1,Assam,-1
57.5,117.6,14.5,8.4,5.7,117.9,1,Assam,-1
47.8,115.8,13.9,8.4,4.6,117.7,1,Assam,-1
78.9,108.2,6.7,8.1,3.5,109.3,1,Assam,-1
72.9,168.3,12.8,8.2,8.2,174.7,0,Bhuttan,+1
50.3,131.9,5.0,8.1,5.2,136.6,0,Bhuttan,+1
64.8,126.5,11.7,7.3,5.8,128.9,0,Assam,-1
30.0,134.5,11.1,7.5,4.1,137.1,1,Assam,-1
46.0,143.3,11.9,9.2,3.2,143.3,1,Assam,-1
67.0,130.3,3.6,8.1,6.4,132.4,0,Assam,-1
28.6,139.0,12.9,8.4,4.7,141.9,0,Assam,-1
40.6,153.2,3.7,10.1,5.8,160.1,1,Bhuttan,+1
50.7,156.6,7.4,12.4,6.9,162.0,0,Bhuttan,+1
25.2,146.1,10.4,11.0,5.1,152.0,1,Bhuttan,+1
30.7,157.8,13.1,11.7,6.0,163.3,1,Bhuttan,+1
46.7,134.2,11.7,8.1,6.4,140.6,1,Bhuttan,+1
26.6,154.2,9.8,11.9,7.2,161.5,1,Bhuttan,+1
45.2,120.3,15.2,6.6,4.7,122.7,1,Assam,-1
30.3,128.7,9.0,10.1,6.4,135.8,1,Bhuttan,+1
40.6,127.9,11.0,6.6,6.0,129.9,0,Assam,-1
41.9,140.0,12.3,7.7,6.9,147.1,1,Bhuttan,+1
58.8,136.6,12.6,2.8,2.9,138.7,1,Assam,-1
37.4,145.5,12.8,9.3,5.7,153.3,1,Bhuttan,+1
37.8,134.3,9.1,11.0,5.7,141.0,0,Bhuttan,+1
44.9,139.1,8.5,10.2,7.5,145.6,0,Bhuttan,+1
38.0,128.5,10.5,10.3,7.5,132.0,1,Bhuttan,+1
33.0,119.1,9.8,6.2,4.9,120.6,0,Assam,-1
46.0,155.5,8.5,8.0,5.3,162.4,1,Bhuttan,+1
35.4,171.6,9.4,8.5,7.7,176.8,1,Bhuttan,+1
42.4,140.0,9.4,8.0,5.6,141.4,1,Assam,-1
46.6,125.1,11.0,9.2,8.2,128.9,1,Bhuttan,+1
44.5,149.8,7.9,8.1,10.0,155.1,1,Bhuttan,+1
47.7,144.2,3.7,10.4,8.0,150.2,0,Bhuttan,+1
46.4,134.1,17.7,9.8,4.2,135.7,1,Assam,-1
54.4,144.8,15.5,11.0,7.6,151.2,1,Bhuttan,+1
18.6,116.7,13.0,7.5,7.6,123.0,1,Bhuttan,+1
42.6,151.1,12.1,9.3,5.3,154.0,0,Assam,-1
63.9,147.7,10.8,7.9,6.6,153.7,0,Bhuttan,+1
54.2,172.4,3.5,9.5,7.5,178.4,1,Bhuttan,+1
30.4,121.9,12.0,10.2,6.5,128.2,0,Bhuttan,+1
77.3,110.2,15.5,9.7,4.6,112.1,1,Assam,-1
51.3,131.7,12.9,7.7,5.8,138.4,0,Bhuttan,+1
64.0,184.4,7.1,6.5,2.7,186.5,0,Assam,-1
40.9,150.0,13.7,12.2,5.5,153.3,1,Bhuttan,+1
41.4,120.8,19.0,11.9,5.6,123.8,1,Assam,-1
28.8,146.7,9.4,11.3,7.1,153.8,0,Bhuttan,+1
51.4,109.4,10.5,8.0,4.2,110.9,1,Assam,-1
26.0,131.8,9.3,8.4,7.7,137.3,1,Bhuttan,+1
44.6,163.5,11.6,9.9,6.4,170.1,1,Bhuttan,+1
40.6,125.9,4.0,13.2,8.8,132.9,1,Bhuttan,+1
34.7,161.4,9.8,8.8,6.6,165.8,0,Bhuttan,+1
59.9,164.9,5.2,9.3,6.0,169.5,1,Bhuttan,+1
55.1,127.1,12.0,7.3,8.7,132.2,1,Bhuttan,+1
52.5,163.4,3.8,8.6,6.4,170.4,1,Bhuttan,+1
32.4,170.1,11.2,5.9,6.5,173.1,0,Assam,-1
27.6,195.2,13.3,8.8,5.0,198.0,0,Assam,-1
42.7,137.4,13.5,7.5,6.3,141.4,1,Bhuttan,+1
36.4,156.0,8.3,7.1,6.2,162.4,0,Bhuttan,+1
58.9,118.6,18.2,10.0,5.8,120.9,1,Assam,-1
42.7,206.4,13.1,9.3,2.6,209.2,1,Assam,-1
47.7,115.7,8.5,13.3,6.5,122.3,1,Bhuttan,+1
41.4,108.5,15.3,7.4,5.2,111.3,0,Assam,-1
44.5,167.5,8.8,8.9,5.8,171.0,0,Assam,-1
40.1,157.5,10.6,8.5,5.0,159.7,1,Assam,-1
42.9,154.1,13.0,8.6,4.8,156.4,1,Assam,-1
27.5,159.0,8.2,10.0,6.1,163.3,1,Bhuttan,+1
39.6,162.1,5.1,9.6,5.8,167.7,0,Bhuttan,+1
27.2,123.5,16.9,11.4,8.1,129.2,0,Bhuttan,+1
72.2,172.7,8.4,10.2,5.9,175.1,0,Assam,-1
37.6,163.7,11.4,8.4,6.4,166.5,0,Assam,-1
46.1,136.5,4.7,10.0,6.9,141.8,1,Bhuttan,+1
51.9,117.7,16.8,9.6,5.3,120.0,1,Assam,-1
38.6,191.1,10.9,6.8,6.0,194.5,0,Assam,-1
46.0,119.2,6.6,10.3,5.6,127.9,1,Bhuttan,+1
38.3,151.0,11.3,12.9,8.8,157.0,1,Bhuttan,+1
47.8,138.3,12.4,13.2,5.8,145.1,1,Bhuttan,+1
26.8,142.0,8.8,7.7,8.3,148.9,1,Bhuttan,+1
38.7,143.3,3.9,12.6,7.8,149.7,1,Bhuttan,+1
29.1,128.0,10.9,7.9,4.9,130.5,1,Assam,-1
20.8,111.0,11.3,6.4,5.1,112.0,0,Assam,-1
54.3,143.2,12.7,14.3,7.4,147.7,1,Bhuttan,+1
42.9,130.5,5.5,8.1,4.5,133.8,0,Assam,-1
45.6,167.0,6.6,11.0,6.8,173.4,1,Bhuttan,+1
50.3,132.9,12.7,8.1,6.6,136.4,0,Assam,-1
32.2,134.3,13.1,11.1,6.3,140.8,1,Bhuttan,+1
36.7,122.8,14.2,6.2,5.5,124.9,1,Assam,-1
54.4,163.1,11.1,9.3,6.3,168.2,1,Bhuttan,+1
42.8,154.4,15.1,9.1,6.4,160.1,1,Bhuttan,+1
57.2,165.1,11.6,10.4,5.5,167.4,0,Assam,-1
40.7,125.8,13.9,9.0,4.8,128.7,1,Assam,-1
40.2,151.5,2.7,8.6,5.8,156.2,1,Bhuttan,+1
30.9,159.5,5.2,8.9,8.5,166.5,1,Bhuttan,+1
39.4,163.8,14.5,6.8,5.1,167.3,0,Assam,-1
29.2,159.1,9.4,12.1,6.5,166.1,1,Bhuttan,+1
37.7,138.8,12.6,11.9,8.5,144.6,1,Bhuttan,+1
34.3,154.0,10.8,10.7,4.9,159.2,1,Bhuttan,+1
28.4,193.9,13.0,6.0,5.4,196.3,1,Assam,-1
36.7,145.9,6.4,9.0,7.0,152.7,1,Bhuttan,+1
33.3,141.7,10.8,6.5,7.6,147.5,1,Bhuttan,+1
56.7,153.5,6.7,5.7,5.9,160.0,1,Bhuttan,+1
45.6,161.3,12.6,9.0,7.4,164.1,1,Assam,-1
52.2,156.6,14.5,7.5,2.4,158.7,1,Assam,-1
26.9,134.4,5.3,10.7,6.0,139.4,0,Bhuttan,+1
40.8,132.6,12.6,10.5,5.2,132.6,0,Assam,-1
69.1,115.3,6.5,10.8,5.1,121.5,0,Bhuttan,+1
38.2,145.4,7.8,10.7,6.4,148.4,1,Assam,-1
27.6,144.2,11.9,13.4,6.6,149.6,1,Bhuttan,+1
45.4,186.8,10.8,4.0,5.7,188.2,1,Assam,-1
69.3,103.7,9.2,10.0,4.8,104.5,0,Assam,-1
47.1,204.2,10.4,10.3,5.4,206.3,1,Assam,-1
26.7,140.0,8.7,10.9,7.0,145.3,0,Bhuttan,+1
33.3,136.7,10.3,9.1,7.9,143.9,0,Bhuttan,+1
41.1,159.0,13.6,12.0,4.1,161.2,0,Assam,-1
29.9,149.0,8.7,8.1,2.7,152.5,0,Assam,-1
39.6,155.3,10.8,7.1,5.3,158.7,1,Assam,-1
41.0,161.2,10.1,10.8,6.3,168.3,1,Bhuttan,+1
21.9,151.7,12.9,8.5,6.8,159.0,1,Bhuttan,+1
32.1,127.6,17.2,10.0,6.1,132.6,1,Bhuttan,+1
34.9,140.9,11.7,7.7,7.3,147.0,1,Bhuttan,+1
60.6,154.8,5.9,11.2,6.3,160.0,1,Bhuttan,+1
50.5,151.5,11.3,10.0,6.9,157.5,1,Bhuttan,+1
39.8,122.5,13.6,6.5,4.2,123.2,1,Assam,-1
41.4,146.6,9.7,12.4,6.7,152.6,1,Bhuttan,+1
50.2,140.8,14.2,4.4,5.7,144.7,0,Assam,-1
77.6,162.0,11.5,9.8,5.3,165.0,1,Assam,-1
15.6,152.2,10.7,11.6,4.4,155.2,0,Assam,-1
24.1,208.8,16.5,8.0,5.6,212.2,1,Assam,-1
42.8,157.7,11.7,11.1,7.7,162.6,1,Bhuttan,+1
25.5,158.8,15.3,8.3,7.9,163.5,0,Bhuttan,+1
36.3,189.4,8.6,8.4,3.9,191.5,0,Assam,-1
71.1,142.5,11.2,6.6,3.0,142.1,0,Assam,-1
50.6,155.8,15.5,6.5,6.7,159.4,1,Assam,-1
47.4,175.2,10.9,9.0,6.7,181.1,1,Bhuttan,+1
32.1,142.1,9.8,9.3,5.8,144.9,0,Assam,-1
68.3,147.3,13.5,8.9,2.4,149.7,0,Assam,-1
43.8,213.9,13.8,9.0,4.8,216.9,0,Assam,-1
40.7,167.2,9.6,10.7,6.9,173.2,1,Bhuttan,+1
15.5,190.6,13.6,7.8,4.8,194.3,1,Assam,-1
17.2,195.5,13.5,7.5,6.1,198.7,1,Assam,-1
27.2,121.9,6.2,10.5,5.5,124.5,1,Assam,-1
50.3,132.8,13.0,5.1,4.5,134.2,1,Assam,-1
40.0,144.1,10.5,7.5,6.6,149.8,0,Bhuttan,+1
59.2,149.4,15.3,10.1,7.3,155.6,0,Bhuttan,+1
27.7,147.2,7.5,8.8,6.2,151.6,1,Bhuttan,+1
50.8,155.1,4.4,8.5,4.2,158.3,0,Assam,-1
47.7,140.8,13.1,11.2,7.7,146.4,1,Bhuttan,+1
62.5,141.8,11.3,11.7,8.0,145.9,1,Bhuttan,+1
24.6,151.1,6.2,14.6,7.3,157.0,1,Bhuttan,+1
33.1,152.8,5.1,11.7,5.3,158.0,1,Bhuttan,+1
44.9,137.8,10.5,7.7,6.9,143.4,1,Bhuttan,+1
68.6,111.7,13.8,6.8,4.3,114.1,0,Assam,-1
36.9,141.1,10.6,11.0,7.0,148.1,1,Bhuttan,+1
58.4,107.2,11.3,8.2,3.5,108.1,1,Assam,-1
37.1,179.2,11.1,11.3,4.4,180.2,1,Assam,-1
38.1,137.0,19.8,10.0,6.0,141.2,1,Bhuttan,+1
38.9,118.6,9.8,8.1,6.3,119.5,1,Assam,-1
40.6,173.3,9.8,10.7,7.9,178.2,1,Bhuttan,+1
44.8,169.8,9.9,9.3,6.9,175.3,1,Bhuttan,+1
61.6,150.3,10.5,7.4,7.7,156.2,0,Bhuttan,+1
32.4,147.4,10.0,8.7,4.8,149.7,1,Assam,-1
16.6,113.1,11.1,12.7,6.9,119.6,1,Bhuttan,+1
47.4,108.1,18.0,5.7,4.8,110.9,1,Assam,-1
48.0,150.8,9.0,7.9,7.4,157.2,0,Bhuttan,+1
40.3,167.4,5.9,9.6,3.6,170.1,1,Assam,-1
47.5,110.1,3.7,7.4,3.3,110.9,1,Assam,-1
47.9,163.5,9.7,9.2,8.2,168.8,1,Bhuttan,+1
34.7,134.8,12.3,10.8,8.0,141.9,1,Bhuttan,+1
46.8,152.7,12.6,9.1,5.7,155.8,1,Assam,-1
33.3,192.5,10.3,8.6,5.3,195.3,0,Assam,-1
43.4,157.2,9.6,8.3,6.4,160.5,1,Assam,-1
53.7,153.2,13.3,13.6,7.8,159.5,0,Bhuttan,+1
40.6,127.8,6.6,13.6,8.5,134.1,1,Bhuttan,+1
31.9,151.0,9.4,15.7,7.3,157.0,0,Bhuttan,+1
41.2,153.1,11.9,6.4,6.3,158.1,1,Bhuttan,+1
49.6,143.1,19.2,9.3,6.6,146.3,0,Assam,-1
44.2,138.6,10.1,9.8,6.0,141.1,0,Assam,-1
35.6,120.7,10.0,10.3,4.2,124.1,1,Assam,-1
50.9,140.2,11.8,10.4,8.0,146.2,1,Bhuttan,+1
69.8,197.2,9.1,4.2,5.6,201.0,1,Assam,-1
45.5,156.3,10.9,6.7,3.5,159.1,0,Assam,-1
27.4,129.5,9.1,11.1,7.5,134.7,0,Bhuttan,+1
51.8,146.3,16.7,11.6,6.5,153.0,0,Bhuttan,+1
53.0,160.6,11.2,9.4,7.2,167.5,1,Bhuttan,+1
40.5,112.4,17.1,7.5,5.7,114.2,0,Assam,-1
55.5,119.7,9.4,9.7,7.8,125.3,1,Bhuttan,+1
39.2,174.4,7.4,7.5,4.4,176.5,1,Assam,-1
31.3,126.8,5.6,12.4,7.2,131.8,1,Bhuttan,+1
33.1,148.5,13.0,8.6,6.5,154.9,1,Bhuttan,+1
79.1,188.9,6.0,9.5,3.2,190.8,1,Assam,-1
43.4,145.5,7.4,12.4,6.5,151.3,1,Bhuttan,+1
24.9,126.9,4.7,13.1,7.3,133.4,1,Bhuttan,+1
31.1,173.9,11.2,8.5,4.0,176.2,1,Assam,-1
22.1,132.4,11.6,5.1,7.3,136.3,0,Bhuttan,+1
64.2,164.2,9.2,11.3,5.0,166.3,0,Assam,-1
41.7,121.2,12.0,12.4,7.0,127.9,0,Bhuttan,+1
25.8,147.5,10.7,8.2,4.8,148.6,1,Assam,-1
29.6,137.4,14.3,7.4,7.1,140.7,1,Assam,-1
37.2,137.5,10.0,10.0,4.7,143.5,1,Bhuttan,+1
34.8,153.3,12.1,8.0,4.9,155.4,1,Assam,-1
43.6,128.4,15.5,7.0,4.9,133.7,0,Bhuttan,+1
32.0,125.4,1.5,9.4,7.5,129.2,1,Bhuttan,+1
49.7,140.0,9.5,12.4,7.4,147.4,1,Bhuttan,+1
52.4,155.6,10.8,12.6,5.5,161.9,1,Bhuttan,+1
40.4,113.9,16.8,8.7,4.9,115.2,0,Assam,-1
31.2,132.9,12.6,10.8,6.0,139.8,1,Bhuttan,+1
41.2,138.0,12.3,8.1,4.4,141.2,0,Assam,-1
75.4,124.8,12.5,4.1,4.9,127.5,1,Assam,-1
40.2,161.5,11.1,8.7,5.9,164.5,0,Assam,-1
38.2,203.5,18.0,8.2,4.9,205.8,0,Assam,-1
32.7,145.8,11.2,11.8,8.6,152.2,0,Bhuttan,+1
37.8,132.5,11.1,9.7,6.1,136.7,1,Bhuttan,+1
57.2,133.1,12.6,7.2,2.8,134.2,1,Assam,-1
63.9,120.6,13.8,5.9,4.3,123.6,1,Assam,-1
45.8,143.8,6.7,12.7,6.3,150.1,0,Bhuttan,+1
56.8,143.5,11.9,10.9,5.0,149.8,1,Bhuttan,+1
43.7,169.5,11.5,7.0,5.0,172.6,1,Assam,-1
36.9,149.8,13.2,10.2,5.9,154.1,0,Bhuttan,+1
38.2,134.1,11.1,12.7,7.9,141.0,1,Bhuttan,+1
27.0,148.7,16.7,11.1,7.0,155.4,1,Bhuttan,+1
44.1,144.6,10.7,6.8,6.8,150.7,1,Bhuttan,+1
52.4,147.1,9.5,8.7,7.2,154.5,0,Bhuttan,+1
44.9,137.0,9.9,12.4,8.4,143.9,1,Bhuttan,+1
16.3,120.0,15.2,7.6,6.6,122.1,0,Assam,-1
34.2,142.5,13.6,7.9,6.4,145.2,1,Assam,-1
55.7,148.0,15.8,7.1,4.1,150.3,0,Assam,-1
52.4,134.8,12.5,5.6,4.8,135.0,0,Assam,-1
19.4,118.2,12.0,12.4,8.7,123.4,1,Bhuttan,+1
38.5,159.2,6.2,6.4,6.3,165.3,1,Bhuttan,+1
34.7,165.3,9.8,12.2,5.8,172.0,1,Bhuttan,+1
47.3,161.1,13.9,9.4,4.2,163.3,1,Assam,-1
43.1,143.9,13.7,8.8,5.6,143.7,0,Assam,-1
56.1,116.6,15.5,7.0,4.0,116.9,1,Assam,-1
35.2,212.9,9.8,7.5,5.4,215.8,0,Assam,-1
29.6,140.0,10.7,11.1,7.2,145.8,1,Bhuttan,+1
51.5,190.1,16.8,8.2,5.8,193.2,0,Assam,-1
31.0,125.8,5.8,10.3,6.7,132.2,1,Bhuttan,+1
41.1,150.5,11.5,5.8,5.3,155.7,1,Bhuttan,+1
53.6,156.8,7.7,8.1,5.3,159.7,0,Assam,-1
39.8,131.1,12.2,11.8,5.6,136.1,1,Bhuttan,+1
38.0,153.8,9.0,7.9,3.2,156.9,1,Assam,-1
43.1,149.0,10.0,11.2,8.7,154.5,1,Bhuttan,+1
48.9,147.7,7.0,9.3,5.1,148.3,1,Assam,-1
28.6,129.7,11.0,10.7,6.0,135.7,1,Bhuttan,+1
66.3,155.6,10.2,9.0,4.7,158.1,1,Assam,-1
38.1,156.4,12.0,8.9,7.6,163.3,1,Bhuttan,+1
53.5,152.3,11.8,9.6,4.5,154.7,1,Assam,-1
40.9,150.7,11.5,8.0,4.3,154.0,0,Assam,-1
28.8,184.7,12.1,8.7,5.5,187.2,1,Assam,-1
63.0,118.8,14.5,6.0,5.4,119.5,1,Assam,-1
46.3,124.6,16.3,7.0,4.3,127.8,1,Assam,-1
46.0,103.6,11.6,9.8,4.9,105.8,0,Assam,-1
60.9,138.8,11.6,5.8,3.4,140.4,1,Assam,-1
22.5,148.4,17.0,6.7,6.0,149.9,1,Assam,-1
43.7,129.5,7.4,9.5,5.4,129.6,0,Assam,-1
56.6,156.4,10.1,11.7,7.8,162.1,1,Bhuttan,+1
59.5,149.8,14.0,9.7,5.2,151.3,1,Assam,-1
55.0,136.7,16.2,5.9,4.8,138.1,0,Assam,-1
56.1,130.5,12.6,8.7,5.4,132.2,1,Assam,-1
28.4,115.0,8.8,5.8,3.9,118.0,0,Assam,-1
38.1,164.7,14.1,12.4,4.8,172.2,1,Bhuttan,+1
18.4,159.6,5.8,13.5,5.6,166.0,1,Bhuttan,+1
81.8,100.7,11.0,6.2,5.3,102.8,1,Assam,-1
37.6,146.0,7.0,9.5,7.9,152.2,1,Bhuttan,+1
36.3,179.1,11.8,7.4,5.2,180.4,1,Assam,-1
42.5,176.8,12.1,6.9,4.4,179.5,1,Assam,-1
27.9,198.7,13.2,7.0,4.4,201.8,0,Assam,-1
30.3,169.1,15.6,12.0,7.4,175.0,1,Bhuttan,+1
41.7,170.2,8.3,6.0,4.0,173.1,0,Assam,-1
41.9,149.3,11.1,12.0,7.7,155.6,1,Bhuttan,+1
55.3,137.5,16.3,8.1,4.9,139.3,1,Assam,-1
57.5,135.7,8.8,9.8,4.5,136.7,0,Assam,-1
31.4,141.9,10.9,9.2,7.0,146.7,1,Bhuttan,+1
36.7,146.9,8.2,9.1,7.4,151.9,1,Bhuttan,+1
50.9,146.2,13.0,8.0,7.4,153.3,1,Bhuttan,+1
28.2,122.1,10.1,10.2,8.8,127.6,0,Bhuttan,+1
28.6,148.2,12.2,4.9,4.5,150.0,1,Assam,-1
62.7,103.7,18.0,9.5,5.9,106.4,0,Assam,-1
50.1,148.9,5.4,11.1,8.1,153.8,1,Bhuttan,+1
54.4,111.0,15.5,11.5,5.4,114.3,0,Assam,-1
50.2,126.4,10.2,11.1,8.2,131.1,1,Bhuttan,+1
27.1,172.1,12.2,7.7,8.8,178.0,0,Bhuttan,+1
40.9,117.1,13.7,8.6,2.9,118.6,1,Assam,-1
46.6,141.1,8.9,8.0,7.1,147.9,1,Bhuttan,+1
39.6,130.0,7.7,9.9,8.4,134.3,1,Bhuttan,+1
55.3,191.9,12.4,7.1,3.5,194.2,0,Assam,-1
46.9,198.1,12.5,7.5,3.9,200.8,1,Assam,-1
31.3,139.1,5.9,9.5,7.5,144.4,1,Bhuttan,+1
44.2,115.4,9.8,8.7,4.8,118.1,0,Assam,-1
55.9,150.6,16.5,6.9,3.2,153.4,1,Assam,-1
45.5,183.6,11.6,6.8,6.6,186.1,0,Assam,-1
43.6,175.2,11.9,8.7,4.3,176.4,0,Assam,-1
26.5,141.5,7.7,8.6,8.0,146.8,1,Bhuttan,+1
56.0,140.3,7.6,6.0,4.0,142.8,1,Assam,-1
29.2,138.5,12.0,12.2,7.8,144.7,0,Bhuttan,+1
37.8,192.0,10.3,9.4,5.1,194.9,1,Assam,-1
30.2,129.3,4.0,7.7,8.0,135.4,1,Bhuttan,+1
33.5,168.2,10.3,11.8,6.4,173.9,1,Bhuttan,+1
54.1,142.9,14.2,9.1,5.4,143.4,0,Assam,-1
48.4,161.7,8.9,10.1,4.6,165.2,1,Assam,-1
30.5,157.7,1.7,8.5,7.3,162.0,1,Bhuttan,+1
51.3,117.6,19.6,5.3,7.1,116.1,1,Assam,-1
78.1,113.6,16.3,6.5,4.2,115.1,0,Assam,-1
32.2,146.3,11.5,7.7,6.6,149.4,1,Assam,-1
46.9,143.9,9.2,8.6,7.8,145.1,1,Assam,-1
62.7,188.0,10.6,10.8,3.4,190.6,0,Assam,-1
36.0,119.1,9.5,10.2,9.5,123.8,1,Bhuttan,+1
49.5,137.4,8.9,9.2,8.1,146.3,0,Bhuttan,+1
55.9,149.5,10.2,9.2,5.6,153.1,1,Assam,-1
25.3,107.8,13.8,8.9,5.8,109.1,0,Assam,-1
39.9,151.5,12.9,11.0,6.9,157.6,0,Bhuttan,+1
62.8,147.1,8.9,6.8,5.1,149.7,0,Assam,-1
39.4,130.2,11.1,10.6,6.5,137.0,1,Bhuttan,+1
41.7,157.5,16.4,9.3,4.7,160.8,1,Assam,-1
48.4,169.0,19.2,9.1,5.1,171.3,0,Assam,-1
43.6,152.9,15.4,9.8,3.5,155.4,0,Assam,-1
51.1,165.5,9.2,6.9,7.8,171.0,0,Bhuttan,+1
48.8,138.6,8.9,12.1,6.2,144.6,0,Bhuttan,+1
46.6,112.2,10.9,11.1,4.6,113.6,0,Assam,-1
37.6,121.7,10.2,7.1,5.6,124.1,0,Assam,-1
42.9,138.4,13.8,10.1,8.4,144.8,1,Bhuttan,+1
36.4,156.9,9.0,8.9,7.6,161.9,1,Bhuttan,+1
40.6,149.9,12.4,6.9,4.9,151.2,1,Assam,-1
75.7,138.4,11.1,8.8,4.8,139.8,0,Assam,-1
53.1,138.0,11.5,7.5,5.2,141.3,1,Assam,-1
33.0,150.2,12.4,12.3,6.2,156.0,1,Bhuttan,+1
39.6,165.0,6.9,9.3,5.1,167.9,1,Assam,-1
52.6,133.4,5.7,11.0,6.3,138.9,0,Bhuttan,+1
29.2,145.2,9.1,12.1,7.4,151.6,1,Bhuttan,+1
58.6,128.7,6.2,9.7,4.2,131.7,0,Assam,-1
32.5,153.6,11.1,6.1,5.1,157.0,0,Assam,-1
27.3,126.7,9.8,11.5,7.6,133.4,1,Bhuttan,+1
42.9,129.1,10.2,10.5,6.7,135.6,1,Bhuttan,+1
26.9,131.6,12.3,10.9,7.3,137.7,1,Bhuttan,+1
58.8,163.9,15.3,8.7,4.6,167.6,1,Assam,-1
40.8,160.7,12.6,7.8,4.9,163.8,0,Assam,-1
36.0,174.2,15.7,7.1,3.2,177.1,1,Assam,-1
61.1,119.0,8.1,8.7,5.7,122.2,0,Assam,-1
41.6,144.7,12.7,7.9,6.0,147.4,0,Assam,-1
56.0,124.0,4.4,10.7,7.1,128.4,1,Bhuttan,+1
34.0,125.5,13.7,10.6,8.1,131.5,1,Bhuttan,+1
41.4,119.2,16.3,8.2,5.7,118.9,0,Assam,-1
46.6,132.7,15.3,7.0,5.6,135.4,0,Assam,-1
26.4,124.2,13.4,8.2,7.1,130.2,1,Bhuttan,+1
55.9,148.4,8.4,6.8,5.2,150.5,1,Assam,-1
35.4,153.1,8.3,5.4,8.3,159.4,1,Bhuttan,+1
47.1,147.5,14.4,9.2,6.2,150.7,0,Assam,-1
75.9,112.3,3.9,8.2,3.8,114.9,1,Assam,-1
31.8,152.4,11.7,8.4,7.6,158.3,0,Bhuttan,+1
36.8,136.2,12.0,10.7,8.3,142.0,0,Bhuttan,+1
66.7,179.3,10.3,7.5,4.9,182.3,0,Assam,-1
45.1,129.6,14.2,11.8,3.9,131.4,1,Assam,-1
44.8,150.1,13.9,7.0,6.0,152.8,1,Assam,-1
41.9,140.5,7.7,7.3,6.8,145.8,0,Bhuttan,+1
44.4,141.3,11.3,9.7,7.2,147.2,1,Bhuttan,+1
40.4,148.3,8.2,13.1,7.1,155.3,1,Bhuttan,+1
79.8,136.4,15.0,7.6,3.3,139.1,1,Assam,-1
33.0,134.2,11.3,10.3,7.1,140.2,1,Bhuttan,+1
49.8,155.6,11.4,12.9,8.0,161.3,0,Bhuttan,+1
24.4,148.3,6.8,13.6,7.5,156.2,1,Bhuttan,+1
60.0,130.3,13.6,8.9,6.8,132.9,1,Assam,-1
33.1,137.8,8.5,9.5,7.9,144.0,1,Bhuttan,+1
60.1,106.5,15.1,6.2,5.8,107.6,0,Assam,-1
49.2,127.6,12.0,9.3,3.5,129.5,1,Assam,-1
51.7,128.8,11.7,9.4,5.2,131.3,1,Assam,-1
25.8,117.0,14.8,7.6,5.8,119.7,1,Assam,-1
